condition_id,family,ab_label_detail.accuracy_by_correct_displayed_label,ab_label_detail.accuracy_when_correct_is_A_minus_when_correct_is_B,ab_label_detail.by_stage_and_a_side,ab_label_detail.confounding_notes,ab_label_detail.contextual_accuracy_difference_confidence_interval_95,ab_label_detail.displayed_a_selection.confidence_interval_95,ab_label_detail.displayed_a_selection.count,ab_label_detail.displayed_a_selection.eligible_count,ab_label_detail.displayed_a_selection.rate,ab_label_detail.displayed_b_selection.confidence_interval_95,ab_label_detail.displayed_b_selection.count,ab_label_detail.displayed_b_selection.eligible_count,ab_label_detail.displayed_b_selection.rate,ab_label_detail.eligible_count,ab_label_detail.interpretation_guardrail,ab_label_detail.label_and_position_confounded,ab_label_detail.mapping_coverage,ab_label_detail.pure_label_bias_test,ab_label_detail.supported,ab_label_detail.total_records,ab_label_supported,accuracy_when_selected_side_is_longer,accuracy_when_selected_side_is_shorter,argument_length_coverage,con_selection_rate,display_name,displayed_a_selection_rate,error_asymmetry_confidence_interval_95,false_negative_rate,false_positive_minus_false_negative_rate,false_positive_rate,first_speaker_selection_rate,generation,label_and_position_confounded,last_speaker_selection_rate,longer_side_selection_rate,order_supported,position_effects_confounded,pro_con_detail.by_ground_truth,pro_con_detail.by_stage,pro_con_detail.con_selection.confidence_interval_95,pro_con_detail.con_selection.count,pro_con_detail.con_selection.eligible_count,pro_con_detail.con_selection.rate,pro_con_detail.error_asymmetry_confidence_interval_95,pro_con_detail.error_asymmetry_interpretation,pro_con_detail.false_negative_rate,pro_con_detail.false_positive_minus_false_negative_rate,pro_con_detail.false_positive_rate,pro_con_detail.interpretation_guardrail,pro_con_detail.pro_selection.confidence_interval_95,pro_con_detail.pro_selection.count,pro_con_detail.pro_selection.eligible_count,pro_con_detail.pro_selection.rate,pro_con_detail.pro_selection_minus_truth_yes_prevalence,pro_con_detail.pro_selection_rate_all_records,pro_con_detail.supported,pro_con_detail.total_records,pro_con_detail.truth_yes_rate_among_valid_predictions,pro_con_detail.valid_prediction_count,pro_con_supported,pro_selection_rate,row_count,speaking_order_detail.confounding_notes,speaking_order_detail.first_last_two_turn_same_label,speaking_order_detail.interpretation_guardrail,speaking_order_detail.position_effects_confounded,speaking_order_detail.roles,speaking_order_detail.supported,two_turn_speaker_selection_rate,variant,verbosity_detail.a_longer.confidence_interval_95,verbosity_detail.a_longer.count,verbosity_detail.a_longer.eligible_count,verbosity_detail.a_longer.rate,verbosity_detail.accuracy_when_selected_side_is_longer,verbosity_detail.accuracy_when_selected_side_is_shorter,verbosity_detail.argument_length_coverage,verbosity_detail.argument_length_record_count,verbosity_detail.by_stage_and_truth,verbosity_detail.interactive_turn_allocation_confounded,verbosity_detail.interpretation_guardrail,verbosity_detail.longer_displayed_label_selected.confidence_interval_95,verbosity_detail.longer_displayed_label_selected.count,verbosity_detail.longer_displayed_label_selected.eligible_count,verbosity_detail.longer_displayed_label_selected.rate,verbosity_detail.longer_side_selected.confidence_interval_95,verbosity_detail.longer_side_selected.count,verbosity_detail.longer_side_selected.eligible_count,verbosity_detail.longer_side_selected.rate,verbosity_detail.mean_a_words,verbosity_detail.mean_b_words,verbosity_detail.mean_con_words,verbosity_detail.mean_pro_words,verbosity_detail.median_a_words,verbosity_detail.median_b_words,verbosity_detail.median_con_words,verbosity_detail.median_pro_words,verbosity_detail.pro_longer.confidence_interval_95,verbosity_detail.pro_longer.count,verbosity_detail.pro_longer.eligible_count,verbosity_detail.pro_longer.rate,verbosity_detail.supported,verbosity_detail.total_records,verbosity_supported
asymmetric_titleonly.baseline,baseline,"[{""accuracy"": null, ""confidence_interval_95"": null, ""correct_answer_displayed_as"": ""A"", ""correct_count"": 0, ""eligible_count"": 0}, {""accuracy"": null, ""confidence_interval_95"": null, ""correct_answer_displayed_as"": ""B"", ""correct_count"": 0, ""eligible_count"": 0}]",,"[{""confidence_interval_95"": null, ""displayed_a_selection_count"": 0, ""displayed_a_selection_rate"": null, ""displayed_a_side"": ""PRO"", ""eligible_count"": 0, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""displayed_a_selection_count"": 0, ""displayed_a_selection_rate"": null, ""displayed_a_side"": ""CON"", ""eligible_count"": 0, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""displayed_a_selection_count"": 0, ""displayed_a_selection_rate"": null, ""displayed_a_side"": ""PRO"", ""eligible_count"": 0, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""displayed_a_selection_count"": 0, ""displayed_a_selection_rate"": null, ""displayed_a_side"": ""CON"", ""eligible_count"": 0, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""displayed_a_selection_count"": 0, ""displayed_a_selection_rate"": null, ""displayed_a_side"": ""PRO"", ""eligible_count"": 0, ""stage"": ""Round 3: Similar Tag""}, {""confidence_interval_95"": null, ""displayed_a_selection_count"": 0, ""displayed_a_selection_rate"": null, ""displayed_a_side"": ""CON"", ""eligible_count"": 0, ""stage"": ""Round 3: Similar Tag""}]",[],,,0,0,,,0,0,,0,"Within a statement, ABA, or BAB condition, displayed label can be confounded with position and turn allocation. The fixed-content original-BAB versus swapped-BAB comparison is required for the strongest A/B claim.",False,0.0,False,False,3000,False,,,0.0,0.7083333333333334,Title-only asymmetric — baseline,,"[-0.2964077663740173, -0.22859223362598274]",0.4,-0.2625,0.1375,,asymmetric_titleonly,False,,,False,False,"[{""eligible_count"": 1000, ""ground_truth"": ""Yes"", ""pro_selection_confidence_interval_95"": [0.5693094295142662, 0.6299252187886226], ""pro_selection_count"": 600, ""pro_selection_rate"": 0.6}, {""eligible_count"": 2000, ""ground_truth"": ""No"", ""pro_selection_confidence_interval_95"": [0.12310079987934935, 0.153289059399559], ""pro_selection_count"": 275, ""pro_selection_rate"": 0.1375}]","[{""con_selection_count"": 400, ""pro_selection_confidence_interval_95"": [0.5693094295142662, 0.6299252187886226], ""pro_selection_count"": 600, ""pro_selection_rate"": 0.6, ""stage"": ""Round 1: True Tag"", ""total_records"": 1000, ""valid_prediction_count"": 1000}, {""con_selection_count"": 930, ""pro_selection_confidence_interval_95"": [0.05577636414629404, 0.08751464815128336], ""pro_selection_count"": 70, ""pro_selection_rate"": 0.07, ""stage"": ""Round 2: Unrelated Tag"", ""total_records"": 1000, ""valid_prediction_count"": 1000}, {""con_selection_count"": 795, ""pro_selection_confidence_interval_95"": [0.18113008647590156, 0.23112770103057595], ""pro_selection_count"": 205, ""pro_selection_rate"": 0.205, ""stage"": ""Round 3: Similar Tag"", ""total_records"": 1000, ""valid_prediction_count"": 1000}]","[0.6918102900919589, 0.7243235229391554]",2125,3000,0.7083333333333334,"[-0.2964077663740173, -0.22859223362598274]",More false-negative/CON-side errors than false-positive/PRO-side errors.,0.4,-0.2625,0.1375,Raw PRO/Yes selection is not sufficient evidence of bias because the ground-truth distribution is imbalanced; FPR/FNR asymmetry and controlled position or label interventions are more informative.,"[0.2756764770608447, 0.3081897099080411]",875,3000,0.2916666666666667,-0.04166666666666663,0.2916666666666667,True,3000,0.3333333333333333,3000,True,0.2916666666666667,3000,[],False,"ABA and BAB allocate opening, closing, and two turns to the same speaker; those positional mechanisms cannot be separated within one order.",False,"[{""accuracy_when_correct_side_has_role"": null, ""accuracy_when_correct_side_lacks_role"": null, ""by_side_and_stage"": [{""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""PRO"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""CON"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""PRO"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""CON"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""PRO"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 3: Similar Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""CON"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 3: Similar Tag""}], ""eligible_count"": 0, ""role"": ""first"", ""selected_role_count"": 0, ""selection_confidence_interval_95"": null, ""selection_rate"": null, ""supported"": false}, {""accuracy_when_correct_side_has_role"": null, ""accuracy_when_correct_side_lacks_role"": null, ""by_side_and_stage"": [{""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""PRO"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""CON"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""PRO"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""CON"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""PRO"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 3: Similar Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""CON"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 3: Similar Tag""}], ""eligible_count"": 0, ""role"": ""last"", ""selected_role_count"": 0, ""selection_confidence_interval_95"": null, ""selection_rate"": null, ""supported"": false}, {""accuracy_when_correct_side_has_role"": null, ""accuracy_when_correct_side_lacks_role"": null, ""by_side_and_stage"": [{""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""PRO"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""CON"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""PRO"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""CON"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""PRO"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 3: Similar Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""role_side"": ""CON"", ""selected_count"": 0, ""selection_rate"": null, ""stage"": ""Round 3: Similar Tag""}], ""eligible_count"": 0, ""role"": ""two_turn"", ""selected_role_count"": 0, ""selection_confidence_interval_95"": null, ""selection_rate"": null, ""supported"": false}]",False,,,,0,0,,,,0.0,0,"[{""confidence_interval_95"": null, ""eligible_count"": 0, ""ground_truth"": ""Yes"", ""longer_side_selected_count"": 0, ""longer_side_selection_rate"": null, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""ground_truth"": ""No"", ""longer_side_selected_count"": 0, ""longer_side_selection_rate"": null, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""ground_truth"": ""Yes"", ""longer_side_selected_count"": 0, ""longer_side_selection_rate"": null, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""ground_truth"": ""No"", ""longer_side_selected_count"": 0, ""longer_side_selection_rate"": null, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""ground_truth"": ""Yes"", ""longer_side_selected_count"": 0, ""longer_side_selection_rate"": null, ""stage"": ""Round 3: Similar Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""ground_truth"": ""No"", ""longer_side_selected_count"": 0, ""longer_side_selection_rate"": null, ""stage"": ""Round 3: Similar Tag""}]",False,"In three-turn debate, the opening/closing side receives two turns by design, so total length can reflect turn allocation rather than a free verbosity choice.",,0,0,,,0,0,,,,,,,,,,,0,0,,False,3000,False
asymmetric_titleonly.interactive.ABA,interactive,"[{""accuracy"": 0.779054054054054, ""confidence_interval_95"": [0.7572096078237613, 0.7994536361433375], ""correct_answer_displayed_as"": ""A"", ""correct_count"": 1153, ""eligible_count"": 1480}, {""accuracy"": 0.6697368421052632, ""confidence_interval_95"": [0.6456915755134026, 0.6929263279523125], ""correct_answer_displayed_as"": ""B"", ""correct_count"": 1018, ""eligible_count"": 1520}]",0.10931721194879085,"[{""confidence_interval_95"": [0.6332520632764135, 0.7167593056991722], ""displayed_a_selection_count"": 324, ""displayed_a_selection_rate"": 0.6764091858037579, ""displayed_a_side"": ""PRO"", ""eligible_count"": 479, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": [0.5040925996753325, 0.5892689272705414], ""displayed_a_selection_count"": 285, ""displayed_a_selection_rate"": 0.5470249520153551, ""displayed_a_side"": ""CON"", ""eligible_count"": 521, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": [0.15405646095899228, 0.2224989666206803], ""displayed_a_selection_count"": 92, ""displayed_a_selection_rate"": 0.18585858585858586, ""displayed_a_side"": ""PRO"", ""eligible_count"": 495, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": [0.8156874298030821, 0.8780453505763375], ""displayed_a_selection_count"": 429, ""displayed_a_selection_rate"": 0.8495049504950495, ""displayed_a_side"": ""CON"", ""eligible_count"": 505, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": [0.21231340352368255, 0.2875305032935414], ""displayed_a_selection_count"": 125, ""displayed_a_selection_rate"": 0.24801587301587302, ""displayed_a_side"": ""PRO"", ""eligible_count"": 504, ""stage"": ""Round 3: Similar Tag""}, {""confidence_interval_95"": [0.7693813837536645, 0.8388114634688235], ""displayed_a_selection_count"": 400, ""displayed_a_selection_rate"": 0.8064516129032258, ""displayed_a_side"": ""CON"", ""eligible_count"": 496, ""stage"": ""Round 3: Similar Tag""}]","[""The opening speaker is also the closing and two-turn speaker; first, last, and turn-count effects are confounded.""]","[0.07760316487541254, 0.14103125902216918]","[0.5338156910320375, 0.5693854945996788]",1655,3000,0.5516666666666666,"[0.43061450540032126, 0.4661843089679624]",1345,3000,0.4483333333333333,3000,"Within a statement, ABA, or BAB condition, displayed label can be confounded with position and turn allocation. The fixed-content original-BAB versus swapped-BAB comparison is required for the strongest A/B claim.",True,1.0,False,True,3000,True,0.698744769874477,0.7549019607843137,1.0,0.6836666666666666,Title-only asymmetric — interactive ABA,0.5516666666666666,"[-0.28081933818683125, -0.21018066181316877]",0.44,-0.2455,0.1945,0.5516666666666666,asymmetric_titleonly,True,0.5516666666666666,0.5578526175391797,True,True,"[{""eligible_count"": 1000, ""ground_truth"": ""Yes"", ""pro_selection_confidence_interval_95"": [0.5290626428712739, 0.5904781461104596], ""pro_selection_count"": 560, ""pro_selection_rate"": 0.56}, {""eligible_count"": 2000, ""ground_truth"": ""No"", ""pro_selection_confidence_interval_95"": [0.1777453490221474, 0.21242596686669812], ""pro_selection_count"": 389, ""pro_selection_rate"": 0.1945}]","[{""con_selection_count"": 440, ""pro_selection_confidence_interval_95"": [0.5290626428712739, 0.5904781461104596], ""pro_selection_count"": 560, ""pro_selection_rate"": 0.56, ""stage"": ""Round 1: True Tag"", ""total_records"": 1000, ""valid_prediction_count"": 1000}, {""con_selection_count"": 832, ""pro_selection_confidence_interval_95"": [0.14610794675394784, 0.19243302088046083], ""pro_selection_count"": 168, ""pro_selection_rate"": 0.168, ""stage"": ""Round 2: Unrelated Tag"", ""total_records"": 1000, ""valid_prediction_count"": 1000}, {""con_selection_count"": 779, ""pro_selection_confidence_interval_95"": [0.1963781575648541, 0.2477571736700857], ""pro_selection_count"": 221, ""pro_selection_rate"": 0.221, ""stage"": ""Round 3: Similar Tag"", ""total_records"": 1000, ""valid_prediction_count"": 1000}]","[0.6667996659052228, 0.7000639036630075]",2051,3000,0.6836666666666666,"[-0.28081933818683125, -0.21018066181316877]",More false-negative/CON-side errors than false-positive/PRO-side errors.,0.44,-0.2455,0.1945,Raw PRO/Yes selection is not sufficient evidence of bias because the ground-truth distribution is imbalanced; FPR/FNR asymmetry and controlled position or label interventions are more informative.,"[0.2999360963369925, 0.33320033409477734]",949,3000,0.31633333333333336,-0.01699999999999996,0.31633333333333336,True,3000,0.3333333333333333,3000,True,0.31633333333333336,3000,"[""The opening speaker is also the closing and two-turn speaker; first, last, and turn-count effects are confounded.""]",True,"ABA and BAB allocate opening, closing, and two turns to the same speaker; those positional mechanisms cannot be separated within one order.",True,"[{""accuracy_when_correct_side_has_role"": 0.779054054054054, ""accuracy_when_correct_side_lacks_role"": 0.6697368421052632, ""by_side_and_stage"": [{""confidence_interval_95"": [0.6332520632764135, 0.7167593056991722], ""eligible_count"": 479, ""role_side"": ""PRO"", ""selected_count"": 324, ""selection_rate"": 0.6764091858037579, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": [0.5040925996753325, 0.5892689272705414], ""eligible_count"": 521, ""role_side"": ""CON"", ""selected_count"": 285, ""selection_rate"": 0.5470249520153551, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": [0.15405646095899228, 0.2224989666206803], ""eligible_count"": 495, ""role_side"": ""PRO"", ""selected_count"": 92, ""selection_rate"": 0.18585858585858586, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": [0.8156874298030821, 0.8780453505763375], ""eligible_count"": 505, ""role_side"": ""CON"", ""selected_count"": 429, ""selection_rate"": 0.8495049504950495, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": [0.21231340352368255, 0.2875305032935414], ""eligible_count"": 504, ""role_side"": ""PRO"", ""selected_count"": 125, ""selection_rate"": 0.24801587301587302, ""stage"": ""Round 3: Similar Tag""}, {""confidence_interval_95"": [0.7693813837536645, 0.8388114634688235], ""eligible_count"": 496, ""role_side"": ""CON"", ""selected_count"": 400, ""selection_rate"": 0.8064516129032258, ""stage"": ""Round 3: Similar Tag""}], ""eligible_count"": 3000, ""role"": ""first"", ""selected_role_count"": 1655, ""selection_confidence_interval_95"": [0.5338156910320375, 0.5693854945996788], ""selection_rate"": 0.5516666666666666, ""supported"": true}, {""accuracy_when_correct_side_has_role"": 0.779054054054054, ""accuracy_when_correct_side_lacks_role"": 0.6697368421052632, ""by_side_and_stage"": [{""confidence_interval_95"": [0.6332520632764135, 0.7167593056991722], ""eligible_count"": 479, ""role_side"": ""PRO"", ""selected_count"": 324, ""selection_rate"": 0.6764091858037579, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": [0.5040925996753325, 0.5892689272705414], ""eligible_count"": 521, ""role_side"": ""CON"", ""selected_count"": 285, ""selection_rate"": 0.5470249520153551, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": [0.15405646095899228, 0.2224989666206803], ""eligible_count"": 495, ""role_side"": ""PRO"", ""selected_count"": 92, ""selection_rate"": 0.18585858585858586, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": [0.8156874298030821, 0.8780453505763375], ""eligible_count"": 505, ""role_side"": ""CON"", ""selected_count"": 429, ""selection_rate"": 0.8495049504950495, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": [0.21231340352368255, 0.2875305032935414], ""eligible_count"": 504, ""role_side"": ""PRO"", ""selected_count"": 125, ""selection_rate"": 0.24801587301587302, ""stage"": ""Round 3: Similar Tag""}, {""confidence_interval_95"": [0.7693813837536645, 0.8388114634688235], ""eligible_count"": 496, ""role_side"": ""CON"", ""selected_count"": 400, ""selection_rate"": 0.8064516129032258, ""stage"": ""Round 3: Similar Tag""}], ""eligible_count"": 3000, ""role"": ""last"", ""selected_role_count"": 1655, ""selection_confidence_interval_95"": [0.5338156910320375, 0.5693854945996788], ""selection_rate"": 0.5516666666666666, ""supported"": true}, {""accuracy_when_correct_side_has_role"": 0.779054054054054, ""accuracy_when_correct_side_lacks_role"": 0.6697368421052632, ""by_side_and_stage"": [{""confidence_interval_95"": [0.6332520632764135, 0.7167593056991722], ""eligible_count"": 479, ""role_side"": ""PRO"", ""selected_count"": 324, ""selection_rate"": 0.6764091858037579, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": [0.5040925996753325, 0.5892689272705414], ""eligible_count"": 521, ""role_side"": ""CON"", ""selected_count"": 285, ""selection_rate"": 0.5470249520153551, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": [0.15405646095899228, 0.2224989666206803], ""eligible_count"": 495, ""role_side"": ""PRO"", ""selected_count"": 92, ""selection_rate"": 0.18585858585858586, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": [0.8156874298030821, 0.8780453505763375], ""eligible_count"": 505, ""role_side"": ""CON"", ""selected_count"": 429, ""selection_rate"": 0.8495049504950495, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": [0.21231340352368255, 0.2875305032935414], ""eligible_count"": 504, ""role_side"": ""PRO"", ""selected_count"": 125, ""selection_rate"": 0.24801587301587302, ""stage"": ""Round 3: Similar Tag""}, {""confidence_interval_95"": [0.7693813837536645, 0.8388114634688235], ""eligible_count"": 496, ""role_side"": ""CON"", ""selected_count"": 400, ""selection_rate"": 0.8064516129032258, ""stage"": ""Round 3: Similar Tag""}], ""eligible_count"": 3000, ""role"": ""two_turn"", ""selected_role_count"": 1655, ""selection_confidence_interval_95"": [0.5338156910320375, 0.5693854945996788], ""selection_rate"": 0.5516666666666666, ""supported"": true}]",True,0.5516666666666666,ABA,"[0.9728421563411258, 0.9832522760061375]",2935,2999,0.9786595531843948,0.698744769874477,0.7549019607843137,1.0,3000,"[{""confidence_interval_95"": [0.5804136555818767, 0.6407368040343301], ""eligible_count"": 1000, ""ground_truth"": ""Yes"", ""longer_side_selected_count"": 611, ""longer_side_selection_rate"": 0.611, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""ground_truth"": ""No"", ""longer_side_selected_count"": 0, ""longer_side_selection_rate"": null, ""stage"": ""Round 1: True Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""ground_truth"": ""Yes"", ""longer_side_selected_count"": 0, ""longer_side_selection_rate"": null, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": [0.49552251161033534, 0.5573273177757833], ""eligible_count"": 999, ""ground_truth"": ""No"", ""longer_side_selected_count"": 526, ""longer_side_selection_rate"": 0.5265265265265265, ""stage"": ""Round 2: Unrelated Tag""}, {""confidence_interval_95"": null, ""eligible_count"": 0, ""ground_truth"": ""Yes"", ""longer_side_selected_count"": 0, ""longer_side_selection_rate"": null, ""stage"": ""Round 3: Similar Tag""}, {""confidence_interval_95"": [0.5050118052369239, 0.5667126681521162], ""eligible_count"": 1000, ""ground_truth"": ""No"", ""longer_side_selected_count"": 536, ""longer_side_selection_rate"": 0.536, ""stage"": ""Round 3: Similar Tag""}]",True,"In three-turn debate, the opening/closing side receives two turns by design, so total length can reflect turn allocation rather than a free verbosity choice.","[0.5400150923993509, 0.5755421239101232]",1673,2999,0.5578526175391797,"[0.5400150923993509, 0.5755421239101232]",1673,2999,0.5578526175391797,186.69566666666665,94.21966666666667,140.01866666666666,140.89666666666668,188.0,97.0,125.0,122.0,"[0.4699666639127499, 0.5057230283333838]",1463,2999,0.48782927642547513,True,3000,True
