condition_id,argmax_accuracy,bin,confidence_calibration_gap,count,display_name,framing,lower_probability_inclusive,mean_argmax_confidence,mean_probability_yes,observed_yes_rate,probability_calibration_gap,probability_field,upper_probability_exclusive,upper_probability_inclusive,weight
interactive.rejudge_2B.ABA,0.6520376175548589,3,0.10748697440453148,638,Interactive ABA — rejudged by 2B,debater_ab_converted,0.2,0.7595245919593904,0.24047540804060957,0.34796238244514105,0.10748697440453148,debater_prob_yes,0.3,,0.21266666666666667
interactive.rejudge_2B.ABA,0.5979899497487438,4,0.0654378555995272,199,Interactive ABA — rejudged by 2B,debater_ab_converted,0.3,0.663427805348271,0.3365721946517291,0.4020100502512563,0.0654378555995272,debater_prob_yes,0.4,,0.06633333333333333
interactive.rejudge_2B.ABA,0.5111111111111111,5,0.045805729153706065,45,Interactive ABA — rejudged by 2B,debater_ab_converted,0.4,0.5569168402648171,0.44308315973518286,0.4888888888888889,0.04580572915370601,debater_prob_yes,0.5,,0.015
interactive.rejudge_2B.ABA,0.4745762711864407,6,0.08270782069561572,59,Interactive ABA — rejudged by 2B,debater_ab_converted,0.5,0.5572840918820564,0.5572840918820564,0.4745762711864407,0.08270782069561572,debater_prob_yes,0.6,,0.019666666666666666
interactive.rejudge_2B.ABA,0.3877551020408163,7,0.27360330596401383,196,Interactive ABA — rejudged by 2B,debater_ab_converted,0.6,0.6613584080048301,0.6613584080048301,0.3877551020408163,0.27360330596401383,debater_prob_yes,0.7,,0.06533333333333333
interactive.rejudge_2B.ABA,0.3218562874251497,8,0.4348031508181015,668,Interactive ABA — rejudged by 2B,debater_ab_converted,0.7,0.7566594382432512,0.7566594382432512,0.3218562874251497,0.4348031508181015,debater_prob_yes,0.8,,0.22266666666666668
interactive.rejudge_2B.ABA,0.29259259259259257,9,0.5446798413203129,540,Interactive ABA — rejudged by 2B,debater_ab_converted,0.8,0.8372724339129054,0.8372724339129054,0.29259259259259257,0.5446798413203129,debater_prob_yes,0.9,,0.18
interactive.rejudge_2B.ABA,0.3,10,0.6042714079710756,10,Interactive ABA — rejudged by 2B,debater_ab_converted,0.9,0.9042714079710755,0.9042714079710755,0.3,0.6042714079710756,debater_prob_yes,,1.0,0.0033333333333333335
interactive.rejudge_2B.BAB,0.9523316062176166,1,0.01718879563092801,965,Interactive BAB — rejudged by 2B,yes_no,0.0,0.9351428105866886,0.0648571894133114,0.04766839378238342,0.017188795630927976,verdict_prob_belongs,0.1,,0.32166666666666666
interactive.rejudge_2B.BAB,0.7705817782656421,2,0.0855104018878885,911,Interactive BAB — rejudged by 2B,yes_no,0.1,0.8560921801535306,0.14390781984646928,0.22941822173435786,0.08551040188788858,verdict_prob_belongs,0.2,,0.30366666666666664
interactive.rejudge_2B.BAB,0.4408014571948998,3,0.31619660471080924,549,Interactive BAB — rejudged by 2B,yes_no,0.2,0.7569980619057091,0.24300193809429102,0.5591985428051002,0.3161966047108091,verdict_prob_belongs,0.3,,0.183
interactive.rejudge_2B.BAB,0.27631578947368424,4,0.3801104806577455,380,Interactive BAB — rejudged by 2B,yes_no,0.3,0.6564262701314297,0.34357372986857027,0.7236842105263158,0.38011048065774555,verdict_prob_belongs,0.4,,0.12666666666666668
interactive.rejudge_2B.BAB,0.17763157894736842,5,0.3819739366077846,152,Interactive BAB — rejudged by 2B,yes_no,0.4,0.559605515555153,0.44039448444484697,0.8223684210526315,0.38197393660778456,verdict_prob_belongs,0.5,,0.050666666666666665
interactive.rejudge_2B.BAB,0.8857142857142857,6,0.3457211038755239,35,Interactive BAB — rejudged by 2B,yes_no,0.5,0.5399931818387618,0.5399931818387618,0.8857142857142857,0.3457211038755239,verdict_prob_belongs,0.6,,0.011666666666666667
interactive.rejudge_2B.BAB,0.875,7,0.23558863837194866,8,Interactive BAB — rejudged by 2B,yes_no,0.6,0.6394113616280513,0.6394113616280513,0.875,0.23558863837194866,verdict_prob_belongs,0.7,,0.0026666666666666666
interactive.rejudge_2B.BAB,,8,,0,Interactive BAB — rejudged by 2B,yes_no,0.7,,,,,verdict_prob_belongs,0.8,,0.0
interactive.rejudge_2B.BAB,,9,,0,Interactive BAB — rejudged by 2B,yes_no,0.8,,,,,verdict_prob_belongs,0.9,,0.0
interactive.rejudge_2B.BAB,,10,,0,Interactive BAB — rejudged by 2B,yes_no,0.9,,,,,verdict_prob_belongs,,1.0,0.0
interactive.rejudge_2B.BAB,0.9181818181818182,1,0.0027263917060352805,110,Interactive BAB — rejudged by 2B,true_false,0.0,0.9154554264757829,0.08454457352421706,0.08181818181818182,0.002726391706035239,boolean_prob_true,0.1,,0.03666666666666667
interactive.rejudge_2B.BAB,0.8640864086408641,2,0.018525059135889754,1111,Interactive BAB — rejudged by 2B,true_false,0.1,0.8455613495049743,0.15443865049502564,0.13591359135913592,0.018525059135889727,boolean_prob_true,0.2,,0.37033333333333335
interactive.rejudge_2B.BAB,0.6637341153470185,3,0.09322458091522146,1023,Interactive BAB — rejudged by 2B,true_false,0.2,0.75695869626224,0.24304130373776003,0.3362658846529814,0.09322458091522137,boolean_prob_true,0.3,,0.341
interactive.rejudge_2B.BAB,0.38939670932358317,4,0.26723906383890794,547,Interactive BAB — rejudged by 2B,true_false,0.3,0.6566357731624911,0.34336422683750895,0.6106032906764168,0.2672390638389079,boolean_prob_true,0.4,,0.18233333333333332
interactive.rejudge_2B.BAB,0.22929936305732485,5,0.330070079055998,157,Interactive BAB — rejudged by 2B,true_false,0.4,0.5593694421133228,0.4406305578866772,0.7707006369426752,0.330070079055998,boolean_prob_true,0.5,,0.052333333333333336
interactive.rejudge_2B.BAB,0.7777777777777778,6,0.2490858170184055,45,Interactive BAB — rejudged by 2B,true_false,0.5,0.5286919607593723,0.5286919607593723,0.7777777777777778,0.2490858170184055,boolean_prob_true,0.6,,0.015
interactive.rejudge_2B.BAB,0.8571428571428571,7,0.22458578875272428,7,Interactive BAB — rejudged by 2B,true_false,0.6,0.6325570683901328,0.6325570683901328,0.8571428571428571,0.22458578875272428,boolean_prob_true,0.7,,0.0023333333333333335
interactive.rejudge_2B.BAB,,8,,0,Interactive BAB — rejudged by 2B,true_false,0.7,,,,,boolean_prob_true,0.8,,0.0
interactive.rejudge_2B.BAB,,9,,0,Interactive BAB — rejudged by 2B,true_false,0.8,,,,,boolean_prob_true,0.9,,0.0
interactive.rejudge_2B.BAB,,10,,0,Interactive BAB — rejudged by 2B,true_false,0.9,,,,,boolean_prob_true,,1.0,0.0
interactive.rejudge_2B.BAB,0.8461538461538461,1,0.06482819170919174,13,Interactive BAB — rejudged by 2B,debater_ab_converted,0.0,0.9109820378630379,0.08901796213696216,0.15384615384615385,0.0648281917091917,debater_prob_yes,0.1,,0.004333333333333333
interactive.rejudge_2B.BAB,0.7158931082981715,2,0.1236194305207069,711,Interactive BAB — rejudged by 2B,debater_ab_converted,0.1,0.8395125388188784,0.16048746118112162,0.2841068917018284,0.12361943052070679,debater_prob_yes,0.2,,0.237
interactive.rejudge_2B.BAB,0.623352165725047,3,0.1370177563582028,531,Interactive BAB — rejudged by 2B,debater_ab_converted,0.2,0.7603699220832498,0.2396300779167502,0.3766478342749529,0.1370177563582027,debater_prob_yes,0.3,,0.177
interactive.rejudge_2B.BAB,0.5592105263157895,4,0.09928867103967343,152,Interactive BAB — rejudged by 2B,debater_ab_converted,0.3,0.6584991973554629,0.3415008026445372,0.4407894736842105,0.09928867103967332,debater_prob_yes,0.4,,0.050666666666666665
interactive.rejudge_2B.BAB,0.6290322580645161,5,0.07663170134967345,62,Interactive BAB — rejudged by 2B,debater_ab_converted,0.4,0.5524005567148427,0.4475994432851574,0.3709677419354839,0.07663170134967351,debater_prob_yes,0.5,,0.020666666666666667
interactive.rejudge_2B.BAB,0.4675324675324675,6,0.0812386594468873,77,Interactive BAB — rejudged by 2B,debater_ab_converted,0.5,0.5487711269793548,0.5487711269793548,0.4675324675324675,0.0812386594468873,debater_prob_yes,0.6,,0.025666666666666667
interactive.rejudge_2B.BAB,0.3875,7,0.27444425658324484,160,Interactive BAB — rejudged by 2B,debater_ab_converted,0.6,0.6619442565832448,0.6619442565832448,0.3875,0.27444425658324484,debater_prob_yes,0.7,,0.05333333333333334
interactive.rejudge_2B.BAB,0.3301282051282051,8,0.4307098772713283,624,Interactive BAB — rejudged by 2B,debater_ab_converted,0.7,0.7608380823995334,0.7608380823995334,0.3301282051282051,0.4307098772713283,debater_prob_yes,0.8,,0.208
interactive.rejudge_2B.BAB,0.30257186081694404,9,0.535031609457282,661,Interactive BAB — rejudged by 2B,debater_ab_converted,0.8,0.837603470274226,0.837603470274226,0.30257186081694404,0.535031609457282,debater_prob_yes,0.9,,0.22033333333333333
interactive.rejudge_2B.BAB,0.2222222222222222,10,0.6913918989913476,9,Interactive BAB — rejudged by 2B,debater_ab_converted,0.9,0.9136141212135698,0.9136141212135698,0.2222222222222222,0.6913918989913476,debater_prob_yes,,1.0,0.003
interactive.robust_0.8B.ABA,,1,,0,Interactive ABA — 0.8B judge,yes_no,0.0,,,,,verdict_prob_belongs,0.1,,0.0
interactive.robust_0.8B.ABA,,2,,0,Interactive ABA — 0.8B judge,yes_no,0.1,,,,,verdict_prob_belongs,0.2,,0.0
interactive.robust_0.8B.ABA,0.8823529411764706,3,0.1489492333506206,34,Interactive ABA — 0.8B judge,yes_no,0.2,0.73340370782585,0.26659629217415004,0.11764705882352941,0.14894923335062063,verdict_prob_belongs,0.3,,0.011333333333333334
interactive.robust_0.8B.ABA,0.8469387755102041,4,0.20937784985534236,196,Interactive ABA — 0.8B judge,yes_no,0.3,0.6375609256548618,0.36243907434513817,0.15306122448979592,0.20937784985534225,verdict_prob_belongs,0.4,,0.06533333333333333
interactive.robust_0.8B.ABA,0.7651515151515151,5,0.21894337822702625,528,Interactive ABA — 0.8B judge,yes_no,0.4,0.5462081369244889,0.4537918630755111,0.23484848484848486,0.21894337822702625,verdict_prob_belongs,0.5,,0.176
interactive.robust_0.8B.ABA,0.32713347921225383,6,0.22001315918753833,914,Interactive ABA — 0.8B judge,yes_no,0.5,0.5471466383997922,0.5471466383997922,0.32713347921225383,0.22001315918753833,verdict_prob_belongs,0.6,,0.30466666666666664
interactive.robust_0.8B.ABA,0.38613861386138615,7,0.25961269885093174,909,Interactive ABA — 0.8B judge,yes_no,0.6,0.6457513127123179,0.6457513127123179,0.38613861386138615,0.25961269885093174,verdict_prob_belongs,0.7,,0.303
interactive.robust_0.8B.ABA,0.46218487394957986,8,0.27853481435539795,357,Interactive ABA — 0.8B judge,yes_no,0.7,0.7407196883049778,0.7407196883049778,0.46218487394957986,0.27853481435539795,verdict_prob_belongs,0.8,,0.119
interactive.robust_0.8B.ABA,0.4262295081967213,9,0.4018481341095453,61,Interactive ABA — 0.8B judge,yes_no,0.8,0.8280776423062666,0.8280776423062666,0.4262295081967213,0.4018481341095453,verdict_prob_belongs,0.9,,0.02033333333333333
interactive.robust_0.8B.ABA,1.0,10,0.06954174450582806,1,Interactive ABA — 0.8B judge,yes_no,0.9,0.9304582554941719,0.9304582554941719,1.0,0.06954174450582806,verdict_prob_belongs,,1.0,0.0003333333333333333
interactive.robust_0.8B.ABA,,1,,0,Interactive ABA — 0.8B judge,true_false,0.0,,,,,boolean_prob_true,0.1,,0.0
interactive.robust_0.8B.ABA,,2,,0,Interactive ABA — 0.8B judge,true_false,0.1,,,,,boolean_prob_true,0.2,,0.0
interactive.robust_0.8B.ABA,,3,,0,Interactive ABA — 0.8B judge,true_false,0.2,,,,,boolean_prob_true,0.3,,0.0
interactive.robust_0.8B.ABA,0.8823529411764706,4,0.2504774500434608,17,Interactive ABA — 0.8B judge,true_false,0.3,0.6318754911330098,0.3681245088669903,0.11764705882352941,0.2504774500434609,boolean_prob_true,0.4,,0.005666666666666667
interactive.robust_0.8B.ABA,0.7865853658536586,5,0.24953495469517029,164,Interactive ABA — 0.8B judge,true_false,0.4,0.5370504111584883,0.46294958884151177,0.21341463414634146,0.2495349546951703,boolean_prob_true,0.5,,0.05466666666666667
interactive.robust_0.8B.ABA,0.26212471131639725,6,0.2940322659189567,866,Interactive ABA — 0.8B judge,true_false,0.5,0.556156977235354,0.556156977235354,0.26212471131639725,0.2940322659189567,boolean_prob_true,0.6,,0.2886666666666667
interactive.robust_0.8B.ABA,0.3438880706921944,7,0.30559215501150916,1358,Interactive ABA — 0.8B judge,true_false,0.6,0.6494802257037036,0.6494802257037036,0.3438880706921944,0.30559215501150916,boolean_prob_true,0.7,,0.45266666666666666
interactive.robust_0.8B.ABA,0.44876325088339225,8,0.2870236670299979,566,Interactive ABA — 0.8B judge,true_false,0.7,0.7357869179133901,0.7357869179133901,0.44876325088339225,0.2870236670299979,boolean_prob_true,0.8,,0.18866666666666668
interactive.robust_0.8B.ABA,0.5172413793103449,9,0.30282971174734996,29,Interactive ABA — 0.8B judge,true_false,0.8,0.8200710910576948,0.8200710910576948,0.5172413793103449,0.30282971174734996,boolean_prob_true,0.9,,0.009666666666666667
interactive.robust_0.8B.ABA,,10,,0,Interactive ABA — 0.8B judge,true_false,0.9,,,,,boolean_prob_true,,1.0,0.0
interactive.robust_0.8B.ABA,0.740506329113924,1,0.1752632003066863,158,Interactive ABA — 0.8B judge,debater_ab_converted,0.0,0.9157695294206103,0.08423047057938973,0.25949367088607594,0.1752632003066862,debater_prob_yes,0.1,,0.05266666666666667
interactive.robust_0.8B.ABA,0.6897404202719407,2,0.16000276218747356,809,Interactive ABA — 0.8B judge,debater_ab_converted,0.1,0.8497431824594143,0.15025681754058576,0.31025957972805934,0.16000276218747359,debater_prob_yes,0.2,,0.26966666666666667
interactive.robust_0.8B.ABA,0.6015037593984962,3,0.15887811812851182,399,Interactive ABA — 0.8B judge,debater_ab_converted,0.2,0.760381877527008,0.23961812247299194,0.39849624060150374,0.1588781181285118,debater_prob_yes,0.3,,0.133
interactive.robust_0.8B.ABA,0.543859649122807,4,0.1170333004474825,114,Interactive ABA — 0.8B judge,debater_ab_converted,0.3,0.6608929495702895,0.33910705042971045,0.45614035087719296,0.1170333004474825,debater_prob_yes,0.4,,0.038
interactive.robust_0.8B.ABA,0.675,5,0.11792527612827142,40,Interactive ABA — 0.8B judge,debater_ab_converted,0.4,0.5570747238717286,0.4429252761282713,0.325,0.1179252761282713,debater_prob_yes,0.5,,0.013333333333333334
interactive.robust_0.8B.ABA,0.5714285714285714,6,0.015875601685762186,28,Interactive ABA — 0.8B judge,debater_ab_converted,0.5,0.5555529697428092,0.5555529697428092,0.5714285714285714,0.015875601685762186,debater_prob_yes,0.6,,0.009333333333333334
interactive.robust_0.8B.ABA,0.4772727272727273,7,0.18062211701961828,88,Interactive ABA — 0.8B judge,debater_ab_converted,0.6,0.6578948442923456,0.6578948442923456,0.4772727272727273,0.18062211701961828,debater_prob_yes,0.7,,0.029333333333333333
interactive.robust_0.8B.ABA,0.43874643874643876,8,0.3200328798332514,351,Interactive ABA — 0.8B judge,debater_ab_converted,0.7,0.7587793185796902,0.7587793185796902,0.43874643874643876,0.3200328798332514,debater_prob_yes,0.8,,0.117
interactive.robust_0.8B.ABA,0.28211284513805523,9,0.5689265977999379,833,Interactive ABA — 0.8B judge,debater_ab_converted,0.8,0.8510394429379932,0.8510394429379932,0.28211284513805523,0.5689265977999379,debater_prob_yes,0.9,,0.2776666666666667
interactive.robust_0.8B.ABA,0.20555555555555555,10,0.7123484356600265,180,Interactive ABA — 0.8B judge,debater_ab_converted,0.9,0.917903991215582,0.917903991215582,0.20555555555555555,0.7123484356600265,debater_prob_yes,,1.0,0.06
interactive.robust_0.8B.BAB,,1,,0,Interactive BAB — 0.8B judge,yes_no,0.0,,,,,verdict_prob_belongs,0.1,,0.0
interactive.robust_0.8B.BAB,,2,,0,Interactive BAB — 0.8B judge,yes_no,0.1,,,,,verdict_prob_belongs,0.2,,0.0
interactive.robust_0.8B.BAB,0.8235294117647058,3,0.09036636220362604,17,Interactive BAB — 0.8B judge,yes_no,0.2,0.7331630495610798,0.2668369504389202,0.17647058823529413,0.09036636220362607,verdict_prob_belongs,0.3,,0.005666666666666667
interactive.robust_0.8B.BAB,0.7518796992481203,4,0.10990998878587088,133,Interactive BAB — 0.8B judge,yes_no,0.3,0.6419697104622494,0.3580302895377507,0.24812030075187969,0.109909988785871,verdict_prob_belongs,0.4,,0.044333333333333336
interactive.robust_0.8B.BAB,0.7205882352941176,5,0.17784684458441324,408,Interactive BAB — 0.8B judge,yes_no,0.4,0.5427413907097044,0.45725860929029566,0.27941176470588236,0.1778468445844133,verdict_prob_belongs,0.5,,0.136
interactive.robust_0.8B.BAB,0.331151832460733,6,0.217774794601321,764,Interactive BAB — 0.8B judge,yes_no,0.5,0.548926627062054,0.548926627062054,0.331151832460733,0.217774794601321,verdict_prob_belongs,0.6,,0.25466666666666665
interactive.robust_0.8B.BAB,0.35241855873642647,7,0.2978727086308228,1013,Interactive BAB — 0.8B judge,yes_no,0.6,0.6502912673672493,0.6502912673672493,0.35241855873642647,0.2978727086308228,verdict_prob_belongs,0.7,,0.33766666666666667
interactive.robust_0.8B.BAB,0.3647912885662432,8,0.3785514133453074,551,Interactive BAB — 0.8B judge,yes_no,0.7,0.7433427019115506,0.7433427019115506,0.3647912885662432,0.3785514133453074,verdict_prob_belongs,0.8,,0.18366666666666667
interactive.robust_0.8B.BAB,0.3482142857142857,9,0.47849528746722747,112,Interactive BAB — 0.8B judge,yes_no,0.8,0.8267095731815132,0.8267095731815132,0.3482142857142857,0.47849528746722747,verdict_prob_belongs,0.9,,0.037333333333333336
interactive.robust_0.8B.BAB,0.0,10,0.9052692867311843,2,Interactive BAB — 0.8B judge,yes_no,0.9,0.9052692867311843,0.9052692867311843,0.0,0.9052692867311843,verdict_prob_belongs,,1.0,0.0006666666666666666
interactive.robust_0.8B.BAB,,1,,0,Interactive BAB — 0.8B judge,true_false,0.0,,,,,boolean_prob_true,0.1,,0.0
interactive.robust_0.8B.BAB,,2,,0,Interactive BAB — 0.8B judge,true_false,0.1,,,,,boolean_prob_true,0.2,,0.0
interactive.robust_0.8B.BAB,1.0,3,0.28776781576105304,1,Interactive BAB — 0.8B judge,true_false,0.2,0.712232184238947,0.2877678157610531,0.0,0.2877678157610531,boolean_prob_true,0.3,,0.0003333333333333333
interactive.robust_0.8B.BAB,0.8823529411764706,4,0.2515280943371744,17,Interactive BAB — 0.8B judge,true_false,0.3,0.6308248468392962,0.3691751531607038,0.11764705882352941,0.2515280943371744,boolean_prob_true,0.4,,0.005666666666666667
interactive.robust_0.8B.BAB,0.8333333333333334,5,0.29578120658261486,132,Interactive BAB — 0.8B judge,true_false,0.4,0.5375521267507185,0.4624478732492815,0.16666666666666666,0.29578120658261486,boolean_prob_true,0.5,,0.044
interactive.robust_0.8B.BAB,0.2303206997084548,6,0.32597221006775,686,Interactive BAB — 0.8B judge,true_false,0.5,0.5562929097762048,0.5562929097762048,0.2303206997084548,0.32597221006775,boolean_prob_true,0.6,,0.22866666666666666
interactive.robust_0.8B.BAB,0.335036496350365,7,0.31436124702351537,1370,Interactive BAB — 0.8B judge,true_false,0.6,0.6493977433738803,0.6493977433738803,0.335036496350365,0.31436124702351537,boolean_prob_true,0.7,,0.45666666666666667
interactive.robust_0.8B.BAB,0.4375838926174497,8,0.3019566766016155,745,Interactive BAB — 0.8B judge,true_false,0.7,0.7395405692190652,0.7395405692190652,0.4375838926174497,0.3019566766016155,boolean_prob_true,0.8,,0.24833333333333332
interactive.robust_0.8B.BAB,0.673469387755102,9,0.14517704903510287,49,Interactive BAB — 0.8B judge,true_false,0.8,0.8186464367902049,0.8186464367902049,0.673469387755102,0.14517704903510287,boolean_prob_true,0.9,,0.01633333333333333
interactive.robust_0.8B.BAB,,10,,0,Interactive BAB — 0.8B judge,true_false,0.9,,,,,boolean_prob_true,,1.0,0.0
interactive.robust_0.8B.BAB,0.3333333333333333,1,0.5725773423368206,3,Interactive BAB — 0.8B judge,debater_ab_converted,0.0,0.9059106756701539,0.09408932432984614,0.6666666666666666,0.5725773423368204,debater_prob_yes,0.1,,0.001
interactive.robust_0.8B.BAB,0.7524752475247525,2,0.07748429919315747,101,Interactive BAB — 0.8B judge,debater_ab_converted,0.1,0.82995954671791,0.17004045328209014,0.24752475247524752,0.07748429919315739,debater_prob_yes,0.2,,0.033666666666666664
interactive.robust_0.8B.BAB,0.6870967741935484,3,0.054797298795509874,310,Interactive BAB — 0.8B judge,debater_ab_converted,0.2,0.7418940729890583,0.25810592701094176,0.31290322580645163,0.054797298795509874,debater_prob_yes,0.3,,0.10333333333333333
interactive.robust_0.8B.BAB,0.7080867850098619,4,0.06149018037507381,507,Interactive BAB — 0.8B judge,debater_ab_converted,0.3,0.6465966046347881,0.35340339536521187,0.29191321499013806,0.06149018037507381,debater_prob_yes,0.4,,0.169
interactive.robust_0.8B.BAB,0.6431159420289855,5,0.09389469549366936,552,Interactive BAB — 0.8B judge,debater_ab_converted,0.4,0.5492212465353161,0.45077875346468393,0.35688405797101447,0.09389469549366947,debater_prob_yes,0.5,,0.184
interactive.robust_0.8B.BAB,0.397708674304419,6,0.15160166889214172,611,Interactive BAB — 0.8B judge,debater_ab_converted,0.5,0.5493103431965607,0.5493103431965607,0.397708674304419,0.15160166889214172,debater_prob_yes,0.6,,0.20366666666666666
interactive.robust_0.8B.BAB,0.327683615819209,7,0.320081315147436,531,Interactive BAB — 0.8B judge,debater_ab_converted,0.6,0.647764930966645,0.647764930966645,0.327683615819209,0.320081315147436,debater_prob_yes,0.7,,0.177
interactive.robust_0.8B.BAB,0.29754601226993865,8,0.4465823929092571,326,Interactive BAB — 0.8B judge,debater_ab_converted,0.7,0.7441284051791958,0.7441284051791958,0.29754601226993865,0.4465823929092571,debater_prob_yes,0.8,,0.10866666666666666
interactive.robust_0.8B.BAB,0.27586206896551724,9,0.5504099531007134,58,Interactive BAB — 0.8B judge,debater_ab_converted,0.8,0.8262720220662306,0.8262720220662306,0.27586206896551724,0.5504099531007134,debater_prob_yes,0.9,,0.019333333333333334
interactive.robust_0.8B.BAB,1.0,10,0.04795810380789978,1,Interactive BAB — 0.8B judge,debater_ab_converted,0.9,0.9520418961921002,0.9520418961921002,1.0,0.04795810380789978,debater_prob_yes,,1.0,0.0003333333333333333
interactive.robust_0.8B.BAB_swapped_labels,,1,,0,Interactive BAB — displayed labels swapped,yes_no,0.0,,,,,verdict_prob_belongs,0.1,,0.0
interactive.robust_0.8B.BAB_swapped_labels,,2,,0,Interactive BAB — displayed labels swapped,yes_no,0.1,,,,,verdict_prob_belongs,0.2,,0.0
interactive.robust_0.8B.BAB_swapped_labels,0.8888888888888888,3,0.16398970256403855,27,Interactive BAB — displayed labels swapped,yes_no,0.2,0.7248991863248503,0.2751008136751498,0.1111111111111111,0.16398970256403872,verdict_prob_belongs,0.3,,0.009
interactive.robust_0.8B.BAB_swapped_labels,0.6985294117647058,4,0.060030050163711324,136,Interactive BAB — displayed labels swapped,yes_no,0.3,0.6384993616009945,0.36150063839900554,0.3014705882352941,0.060030050163711435,verdict_prob_belongs,0.4,,0.04533333333333334
interactive.robust_0.8B.BAB_swapped_labels,0.7548543689320388,5,0.21087592632262475,412,Interactive BAB — displayed labels swapped,yes_no,0.4,0.5439784426094141,0.4560215573905859,0.24514563106796117,0.21087592632262475,verdict_prob_belongs,0.5,,0.13733333333333334
interactive.robust_0.8B.BAB_swapped_labels,0.34424083769633507,6,0.20682636575620283,764,Interactive BAB — displayed labels swapped,yes_no,0.5,0.5510672034525379,0.5510672034525379,0.34424083769633507,0.20682636575620283,verdict_prob_belongs,0.6,,0.25466666666666665
interactive.robust_0.8B.BAB_swapped_labels,0.352306182531894,7,0.2944218183826372,1019,Interactive BAB — displayed labels swapped,yes_no,0.6,0.6467280009145312,0.6467280009145312,0.352306182531894,0.2944218183826372,verdict_prob_belongs,0.7,,0.3396666666666667
interactive.robust_0.8B.BAB_swapped_labels,0.3704379562043796,8,0.3734164249018479,548,Interactive BAB — displayed labels swapped,yes_no,0.7,0.7438543811062275,0.7438543811062275,0.3704379562043796,0.3734164249018479,verdict_prob_belongs,0.8,,0.18266666666666667
interactive.robust_0.8B.BAB_swapped_labels,0.3225806451612903,9,0.5038013490982596,93,Interactive BAB — displayed labels swapped,yes_no,0.8,0.8263819942595498,0.8263819942595498,0.3225806451612903,0.5038013490982596,verdict_prob_belongs,0.9,,0.031
interactive.robust_0.8B.BAB_swapped_labels,0.0,10,0.91610961358942,1,Interactive BAB — displayed labels swapped,yes_no,0.9,0.91610961358942,0.91610961358942,0.0,0.91610961358942,verdict_prob_belongs,,1.0,0.0003333333333333333
interactive.robust_0.8B.BAB_swapped_labels,,1,,0,Interactive BAB — displayed labels swapped,true_false,0.0,,,,,boolean_prob_true,0.1,,0.0
interactive.robust_0.8B.BAB_swapped_labels,,2,,0,Interactive BAB — displayed labels swapped,true_false,0.1,,,,,boolean_prob_true,0.2,,0.0
interactive.robust_0.8B.BAB_swapped_labels,0.5,3,0.2231758555695651,2,Interactive BAB — displayed labels swapped,true_false,0.2,0.7231758555695651,0.276824144430435,0.5,0.22317585556956498,boolean_prob_true,0.3,,0.0006666666666666666
interactive.robust_0.8B.BAB_swapped_labels,0.896551724137931,4,0.2721724993063286,29,Interactive BAB — displayed labels swapped,true_false,0.3,0.6243792248316025,0.3756207751683974,0.10344827586206896,0.2721724993063285,boolean_prob_true,0.4,,0.009666666666666667
interactive.robust_0.8B.BAB_swapped_labels,0.8186274509803921,5,0.28237811261371315,204,Interactive BAB — displayed labels swapped,true_false,0.4,0.536249338366679,0.46375066163332107,0.18137254901960784,0.28237811261371326,boolean_prob_true,0.5,,0.068
interactive.robust_0.8B.BAB_swapped_labels,0.26905829596412556,6,0.285750050304329,892,Interactive BAB — displayed labels swapped,true_false,0.5,0.5548083462684545,0.5548083462684545,0.26905829596412556,0.285750050304329,boolean_prob_true,0.6,,0.29733333333333334
interactive.robust_0.8B.BAB_swapped_labels,0.35180908391070054,7,0.29557329579180136,1299,Interactive BAB — displayed labels swapped,true_false,0.6,0.6473823797025019,0.6473823797025019,0.35180908391070054,0.29557329579180136,boolean_prob_true,0.7,,0.433
interactive.robust_0.8B.BAB_swapped_labels,0.44770642201834865,8,0.2891734384318594,545,Interactive BAB — displayed labels swapped,true_false,0.7,0.736879860450208,0.736879860450208,0.44770642201834865,0.2891734384318594,boolean_prob_true,0.8,,0.18166666666666667
interactive.robust_0.8B.BAB_swapped_labels,0.6206896551724138,9,0.195246368840711,29,Interactive BAB — displayed labels swapped,true_false,0.8,0.8159360240131248,0.8159360240131248,0.6206896551724138,0.195246368840711,boolean_prob_true,0.9,,0.009666666666666667
interactive.robust_0.8B.BAB_swapped_labels,,10,,0,Interactive BAB — displayed labels swapped,true_false,0.9,,,,,boolean_prob_true,,1.0,0.0
interactive.robust_0.8B.BAB_swapped_labels,0.7578947368421053,1,0.16022928620814347,95,Interactive BAB — displayed labels swapped,debater_ab_converted,0.0,0.9181240230502488,0.08187597694975128,0.24210526315789474,0.16022928620814347,debater_prob_yes,0.1,,0.03166666666666667
interactive.robust_0.8B.BAB_swapped_labels,0.6646971935007385,2,0.18407490011573158,677,Interactive BAB — displayed labels swapped,debater_ab_converted,0.1,0.8487720936164701,0.15122790638352998,0.3353028064992615,0.1840749001157315,debater_prob_yes,0.2,,0.22566666666666665
interactive.robust_0.8B.BAB_swapped_labels,0.6514522821576764,3,0.10496949634862052,482,Interactive BAB — displayed labels swapped,debater_ab_converted,0.2,0.7564217785062969,0.24357822149370306,0.34854771784232363,0.10496949634862057,debater_prob_yes,0.3,,0.16066666666666668
