condition_id,actual_coverage_of_condition,actual_coverage_of_confidence_eligible,count,coverage_of_condition,coverage_of_eligible,decile,decile_order,display_name,eligible_count,framing,generated_strict_accuracy,generated_valid_only_accuracy,generated_valid_prediction_count,maximum_confidence,mean_confidence,minimum_confidence,minimum_retained_confidence,probability_field,requested_coverage_of_confidence_eligible,retained_count,table_type,threshold_accuracy
baseline.robust_4B.no_manual,,,300,0.1,0.1,1,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,yes_no,0.7733333333333333,0.7733333333333333,300,0.888758793492457,0.8704075940100614,0.7718434978390747,,verdict_prob_belongs,,,confidence_decile,0.04666666666666667
baseline.robust_4B.no_manual,,,300,0.1,0.1,2,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,yes_no,0.7933333333333333,0.7933333333333333,300,0.904313056994317,0.8977588738560492,0.888758793492457,,verdict_prob_belongs,,,confidence_decile,0.10333333333333333
baseline.robust_4B.no_manual,,,300,0.1,0.1,3,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,yes_no,0.7933333333333333,0.7933333333333333,300,0.9149009549929797,0.9097516110273115,0.904313056994317,,verdict_prob_belongs,,,confidence_decile,0.06666666666666667
baseline.robust_4B.no_manual,,,300,0.1,0.1,4,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,yes_no,0.8,0.8,300,0.9241418199787566,0.919921812817948,0.9149009549929797,,verdict_prob_belongs,,,confidence_decile,0.12666666666666668
baseline.robust_4B.no_manual,,,300,0.1,0.1,5,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,yes_no,0.7766666666666666,0.7766666666666666,300,0.93183562573443,0.9280747430963765,0.9241418199787566,,verdict_prob_belongs,,,confidence_decile,0.18333333333333332
baseline.robust_4B.no_manual,,,300,0.1,0.1,6,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,yes_no,0.75,0.75,300,0.9396923600249307,0.935844047909235,0.9319595797274409,,verdict_prob_belongs,,,confidence_decile,0.24666666666666667
baseline.robust_4B.no_manual,,,300,0.1,0.1,7,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,yes_no,0.78,0.78,300,0.9473810466522863,0.9434638783897272,0.9396923600249307,,verdict_prob_belongs,,,confidence_decile,0.38
baseline.robust_4B.no_manual,,,300,0.1,0.1,8,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,yes_no,0.8066666666666666,0.8066666666666666,300,0.9566342012360932,0.9519554421500137,0.9473810466522863,,verdict_prob_belongs,,,confidence_decile,0.52
baseline.robust_4B.no_manual,,,300,0.1,0.1,9,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,yes_no,0.8433333333333334,0.8433333333333334,300,0.9661559646595075,0.9611980804995705,0.9566342012360932,,verdict_prob_belongs,,,confidence_decile,0.7666666666666667
baseline.robust_4B.no_manual,,,300,0.1,0.1,10,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,yes_no,0.9166666666666666,0.9166666666666666,300,0.9898303422461273,0.972145239891109,0.9661559646595075,,verdict_prob_belongs,,,confidence_decile,0.8933333333333333
baseline.robust_4B.no_manual,1.0,1.0,,,,,,Baseline 4B — no manual,3000,yes_no,0.8033333333333333,0.8033333333333333,3000,,,,0.7718434978390747,verdict_prob_belongs,1.0,3000,selective_accuracy,0.3333333333333333
baseline.robust_4B.no_manual,0.9,0.9,,,,,,Baseline 4B — no manual,3000,yes_no,0.8066666666666666,0.8066666666666666,2700,,,,0.888758793492457,verdict_prob_belongs,0.9,2700,selective_accuracy,0.36518518518518517
baseline.robust_4B.no_manual,0.8,0.8,,,,,,Baseline 4B — no manual,3000,yes_no,0.80875,0.80875,2400,,,,0.904313056994317,verdict_prob_belongs,0.8,2400,selective_accuracy,0.3983333333333333
baseline.robust_4B.no_manual,0.7,0.7,,,,,,Baseline 4B — no manual,3000,yes_no,0.8119047619047619,0.8119047619047619,2100,,,,0.9149009549929797,verdict_prob_belongs,0.7,2100,selective_accuracy,0.4461904761904762
baseline.robust_4B.no_manual,0.6,0.6,,,,,,Baseline 4B — no manual,3000,yes_no,0.8122222222222222,0.8122222222222222,1800,,,,0.9241418199787566,verdict_prob_belongs,0.6,1800,selective_accuracy,0.49833333333333335
baseline.robust_4B.no_manual,0.5,0.5,,,,,,Baseline 4B — no manual,3000,yes_no,0.8193333333333334,0.8193333333333334,1500,,,,0.9319595797274409,verdict_prob_belongs,0.5,1500,selective_accuracy,0.5613333333333334
baseline.robust_4B.no_manual,0.4,0.4,,,,,,Baseline 4B — no manual,3000,yes_no,0.8366666666666667,0.8366666666666667,1200,,,,0.9396923600249307,verdict_prob_belongs,0.4,1200,selective_accuracy,0.6408333333333334
baseline.robust_4B.no_manual,0.3,0.3,,,,,,Baseline 4B — no manual,3000,yes_no,0.8577777777777778,0.8577777777777778,900,,,,0.9473810466522863,verdict_prob_belongs,0.3,900,selective_accuracy,0.7311111111111112
baseline.robust_4B.no_manual,0.2,0.2,,,,,,Baseline 4B — no manual,3000,yes_no,0.8816666666666667,0.8816666666666667,600,,,,0.9566342012360932,verdict_prob_belongs,0.2,600,selective_accuracy,0.8333333333333334
baseline.robust_4B.no_manual,0.1,0.1,,,,,,Baseline 4B — no manual,3000,yes_no,0.9166666666666666,0.9166666666666666,300,,,,0.9661559646595075,verdict_prob_belongs,0.1,300,selective_accuracy,0.8933333333333333
baseline.robust_4B.no_manual,,,300,0.1,0.1,1,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,true_false,0.7766666666666666,0.7766666666666666,300,0.5331544046668082,0.516583971537019,0.5,,boolean_prob_true,,,confidence_decile,0.41333333333333333
baseline.robust_4B.no_manual,,,300,0.1,0.1,2,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,true_false,0.76,0.76,300,0.5602526536332626,0.5469077441828653,0.5331544046668082,,boolean_prob_true,,,confidence_decile,0.32666666666666666
baseline.robust_4B.no_manual,,,300,0.1,0.1,3,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,true_false,0.77,0.77,300,0.5879431053543276,0.5739358819335969,0.5604932347880464,,boolean_prob_true,,,confidence_decile,0.34
baseline.robust_4B.no_manual,,,300,0.1,0.1,4,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,true_false,0.7933333333333333,0.7933333333333333,300,0.6139311785906431,0.6010957417780878,0.5879431053543276,,boolean_prob_true,,,confidence_decile,0.28
baseline.robust_4B.no_manual,,,300,0.1,0.1,5,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,true_false,0.7933333333333333,0.7933333333333333,300,0.6379335232532979,0.6268011057589049,0.6141626173598018,,boolean_prob_true,,,confidence_decile,0.34
baseline.robust_4B.no_manual,,,300,0.1,0.1,6,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,true_false,0.8033333333333333,0.8033333333333333,300,0.6597340709808103,0.649608147425666,0.638046296096764,,boolean_prob_true,,,confidence_decile,0.37
baseline.robust_4B.no_manual,,,300,0.1,0.1,7,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,true_false,0.84,0.84,300,0.6855285546217205,0.671883311237922,0.6597340709808103,,boolean_prob_true,,,confidence_decile,0.4
baseline.robust_4B.no_manual,,,300,0.1,0.1,8,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,true_false,0.7966666666666666,0.7966666666666666,300,0.7121320969647079,0.6981526803763185,0.6855285546217205,,boolean_prob_true,,,confidence_decile,0.43333333333333335
baseline.robust_4B.no_manual,,,300,0.1,0.1,9,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,true_false,0.8366666666666667,0.8366666666666667,300,0.7498206999089312,0.7297267766576454,0.712232184238947,,boolean_prob_true,,,confidence_decile,0.4866666666666667
baseline.robust_4B.no_manual,,,300,0.1,0.1,10,"1=lowest confidence, 10=highest confidence",Baseline 4B — no manual,,true_false,0.8633333333333333,0.8633333333333333,300,0.8883720089593933,0.7870135124575218,0.7498206999089312,,boolean_prob_true,,,confidence_decile,0.57
baseline.robust_4B.no_manual,1.0,1.0,,,,,,Baseline 4B — no manual,3000,true_false,0.8033333333333333,0.8033333333333333,3000,,,,0.5,boolean_prob_true,1.0,3000,selective_accuracy,0.396
baseline.robust_4B.no_manual,0.9,0.9,,,,,,Baseline 4B — no manual,3000,true_false,0.8055555555555556,0.8055555555555556,2700,,,,0.5331544046668082,boolean_prob_true,0.9,2700,selective_accuracy,0.3940740740740741
baseline.robust_4B.no_manual,0.8,0.8,,,,,,Baseline 4B — no manual,3000,true_false,0.8120833333333334,0.8120833333333334,2400,,,,0.5604932347880464,boolean_prob_true,0.8,2400,selective_accuracy,0.4025
baseline.robust_4B.no_manual,0.7,0.7,,,,,,Baseline 4B — no manual,3000,true_false,0.8180952380952381,0.8180952380952381,2100,,,,0.5879431053543276,boolean_prob_true,0.7,2100,selective_accuracy,0.4123809523809524
baseline.robust_4B.no_manual,0.6,0.6,,,,,,Baseline 4B — no manual,3000,true_false,0.8222222222222222,0.8222222222222222,1800,,,,0.6141626173598018,boolean_prob_true,0.6,1800,selective_accuracy,0.43333333333333335
baseline.robust_4B.no_manual,0.5,0.5,,,,,,Baseline 4B — no manual,3000,true_false,0.828,0.828,1500,,,,0.638046296096764,boolean_prob_true,0.5,1500,selective_accuracy,0.452
baseline.robust_4B.no_manual,0.4,0.4,,,,,,Baseline 4B — no manual,3000,true_false,0.8341666666666666,0.8341666666666666,1200,,,,0.6597340709808103,boolean_prob_true,0.4,1200,selective_accuracy,0.47333333333333333
baseline.robust_4B.no_manual,0.3,0.3,,,,,,Baseline 4B — no manual,3000,true_false,0.8311111111111111,0.8311111111111111,900,,,,0.6855285546217205,boolean_prob_true,0.3,900,selective_accuracy,0.49666666666666665
baseline.robust_4B.no_manual,0.2,0.2,,,,,,Baseline 4B — no manual,3000,true_false,0.85,0.85,600,,,,0.712232184238947,boolean_prob_true,0.2,600,selective_accuracy,0.5283333333333333
baseline.robust_4B.no_manual,0.1,0.1,,,,,,Baseline 4B — no manual,3000,true_false,0.8666666666666667,0.8666666666666667,300,,,,0.7498206999089312,boolean_prob_true,0.1,300,selective_accuracy,0.5733333333333334
baseline.robust_4B.with_manual,,,300,0.1,0.1,1,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,yes_no,0.48,0.48,300,0.5655387048199066,0.5340702250227723,0.5,,verdict_prob_belongs,,,confidence_decile,0.23333333333333334
baseline.robust_4B.with_manual,,,300,0.1,0.1,2,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,yes_no,0.41333333333333333,0.41333333333333333,300,0.6067314954360127,0.5877120439576204,0.5655387048199066,,verdict_prob_belongs,,,confidence_decile,0.1
baseline.robust_4B.with_manual,,,300,0.1,0.1,3,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,yes_no,0.39,0.39,300,0.6368684827661442,0.6222749773257324,0.6067314954360127,,verdict_prob_belongs,,,confidence_decile,0.08333333333333333
baseline.robust_4B.with_manual,,,300,0.1,0.1,4,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,yes_no,0.4166666666666667,0.4166666666666667,300,0.6627964666451921,0.6504509299211585,0.6370307944803831,,verdict_prob_belongs,,,confidence_decile,0.1
baseline.robust_4B.with_manual,,,300,0.1,0.1,5,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,yes_no,0.43666666666666665,0.43666666666666665,300,0.6907677265068792,0.6773372058873858,0.6627964666451921,,verdict_prob_belongs,,,confidence_decile,0.18
baseline.robust_4B.with_manual,,,300,0.1,0.1,6,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,yes_no,0.47,0.47,300,0.718396873379401,0.7047259641612423,0.6907677265068792,,verdict_prob_belongs,,,confidence_decile,0.2833333333333333
baseline.robust_4B.with_manual,,,300,0.1,0.1,7,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,yes_no,0.5333333333333333,0.5333333333333333,300,0.7483522975713798,0.7329449504582217,0.7184956435115255,,verdict_prob_belongs,,,confidence_decile,0.38333333333333336
baseline.robust_4B.with_manual,,,300,0.1,0.1,8,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,yes_no,0.69,0.69,300,0.7823300652229036,0.7651825576369786,0.7483522975713798,,verdict_prob_belongs,,,confidence_decile,0.61
baseline.robust_4B.with_manual,,,300,0.1,0.1,9,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,yes_no,0.77,0.77,300,0.8227594829327498,0.8015619815750055,0.7823300652229036,,verdict_prob_belongs,,,confidence_decile,0.7433333333333333
baseline.robust_4B.with_manual,,,300,0.1,0.1,10,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,yes_no,0.8666666666666667,0.8666666666666667,300,0.9496693674025232,0.8515886731648167,0.8227594829327498,,verdict_prob_belongs,,,confidence_decile,0.8566666666666667
baseline.robust_4B.with_manual,1.0,1.0,,,,,,Baseline 4B — with manual,3000,yes_no,0.5466666666666666,0.5466666666666666,3000,,,,0.5,verdict_prob_belongs,1.0,3000,selective_accuracy,0.35733333333333334
baseline.robust_4B.with_manual,0.9,0.9,,,,,,Baseline 4B — with manual,3000,yes_no,0.5537037037037037,0.5537037037037037,2700,,,,0.5655387048199066,verdict_prob_belongs,0.9,2700,selective_accuracy,0.3711111111111111
baseline.robust_4B.with_manual,0.8,0.8,,,,,,Baseline 4B — with manual,3000,yes_no,0.5720833333333334,0.5720833333333334,2400,,,,0.6067314954360127,verdict_prob_belongs,0.8,2400,selective_accuracy,0.40541666666666665
baseline.robust_4B.with_manual,0.7,0.7,,,,,,Baseline 4B — with manual,3000,yes_no,0.5976190476190476,0.5976190476190476,2100,,,,0.6370307944803831,verdict_prob_belongs,0.7,2100,selective_accuracy,0.45095238095238094
baseline.robust_4B.with_manual,0.6,0.6,,,,,,Baseline 4B — with manual,3000,yes_no,0.6283333333333333,0.6283333333333333,1800,,,,0.6627964666451921,verdict_prob_belongs,0.6,1800,selective_accuracy,0.51
baseline.robust_4B.with_manual,0.5,0.5,,,,,,Baseline 4B — with manual,3000,yes_no,0.6653333333333333,0.6653333333333333,1500,,,,0.6907677265068792,verdict_prob_belongs,0.5,1500,selective_accuracy,0.5753333333333334
baseline.robust_4B.with_manual,0.4,0.4,,,,,,Baseline 4B — with manual,3000,yes_no,0.715,0.715,1200,,,,0.7184956435115255,verdict_prob_belongs,0.4,1200,selective_accuracy,0.6483333333333333
baseline.robust_4B.with_manual,0.3,0.3,,,,,,Baseline 4B — with manual,3000,yes_no,0.7766666666666666,0.7766666666666666,900,,,,0.7483522975713798,verdict_prob_belongs,0.3,900,selective_accuracy,0.7377777777777778
baseline.robust_4B.with_manual,0.2,0.2,,,,,,Baseline 4B — with manual,3000,yes_no,0.8183333333333334,0.8183333333333334,600,,,,0.7823300652229036,verdict_prob_belongs,0.2,600,selective_accuracy,0.8
baseline.robust_4B.with_manual,0.1,0.1,,,,,,Baseline 4B — with manual,3000,yes_no,0.87,0.87,300,,,,0.8227594829327498,verdict_prob_belongs,0.1,300,selective_accuracy,0.86
baseline.robust_4B.with_manual,,,300,0.1,0.1,1,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,true_false,0.6666666666666666,0.6666666666666666,300,0.5573635027507514,0.5329911114472036,0.5,,boolean_prob_true,,,confidence_decile,0.49333333333333335
baseline.robust_4B.with_manual,,,300,0.1,0.1,2,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,true_false,0.6533333333333333,0.6533333333333333,300,0.588889130767832,0.5749287903961847,0.5583269943353745,,boolean_prob_true,,,confidence_decile,0.48333333333333334
baseline.robust_4B.with_manual,,,300,0.1,0.1,3,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,true_false,0.5966666666666667,0.5966666666666667,300,0.611381973294151,0.600621317262015,0.588889130767832,,boolean_prob_true,,,confidence_decile,0.5433333333333333
baseline.robust_4B.with_manual,,,300,0.1,0.1,4,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,true_false,0.5533333333333333,0.5533333333333333,300,0.6297746074044134,0.6210722636927842,0.6118459231083437,,boolean_prob_true,,,confidence_decile,0.65
baseline.robust_4B.with_manual,,,300,0.1,0.1,5,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,true_false,0.51,0.51,300,0.6469064710963126,0.6387559947859649,0.6297746074044134,,boolean_prob_true,,,confidence_decile,0.68
baseline.robust_4B.with_manual,,,300,0.1,0.1,6,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,true_false,0.5533333333333333,0.5533333333333333,300,0.663914131511982,0.6555895554571733,0.6469064710963126,,boolean_prob_true,,,confidence_decile,0.6733333333333333
baseline.robust_4B.with_manual,,,300,0.1,0.1,7,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,true_false,0.5166666666666667,0.5166666666666667,300,0.6825737344123242,0.6729082249830739,0.664104769484346,,boolean_prob_true,,,confidence_decile,0.7033333333333334
baseline.robust_4B.with_manual,,,300,0.1,0.1,8,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,true_false,0.49666666666666665,0.49666666666666665,300,0.7008948097542929,0.6911226569674381,0.6825737344123242,,boolean_prob_true,,,confidence_decile,0.7466666666666667
baseline.robust_4B.with_manual,,,300,0.1,0.1,9,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,true_false,0.49,0.49,300,0.7260372900186408,0.7122825006114029,0.7008948097542929,,boolean_prob_true,,,confidence_decile,0.8
baseline.robust_4B.with_manual,,,300,0.1,0.1,10,"1=lowest confidence, 10=highest confidence",Baseline 4B — with manual,,true_false,0.43,0.43,300,0.8296300758720913,0.7534939142246384,0.7264256089751906,,boolean_prob_true,,,confidence_decile,0.91
baseline.robust_4B.with_manual,1.0,1.0,,,,,,Baseline 4B — with manual,3000,true_false,0.5466666666666666,0.5466666666666666,3000,,,,0.5,boolean_prob_true,1.0,3000,selective_accuracy,0.6683333333333333
baseline.robust_4B.with_manual,0.9,0.9,,,,,,Baseline 4B — with manual,3000,true_false,0.5333333333333333,0.5333333333333333,2700,,,,0.5583269943353745,boolean_prob_true,0.9,2700,selective_accuracy,0.6877777777777778
baseline.robust_4B.with_manual,0.8,0.8,,,,,,Baseline 4B — with manual,3000,true_false,0.5191666666666667,0.5191666666666667,2400,,,,0.588889130767832,boolean_prob_true,0.8,2400,selective_accuracy,0.7120833333333333
baseline.robust_4B.with_manual,0.7,0.7,,,,,,Baseline 4B — with manual,3000,true_false,0.5071428571428571,0.5071428571428571,2100,,,,0.6118459231083437,boolean_prob_true,0.7,2100,selective_accuracy,0.7376190476190476
baseline.robust_4B.with_manual,0.6,0.6,,,,,,Baseline 4B — with manual,3000,true_false,0.5005555555555555,0.5005555555555555,1800,,,,0.6297746074044134,boolean_prob_true,0.6,1800,selective_accuracy,0.7511111111111111
baseline.robust_4B.with_manual,0.5,0.5,,,,,,Baseline 4B — with manual,3000,true_false,0.498,0.498,1500,,,,0.6469064710963126,boolean_prob_true,0.5,1500,selective_accuracy,0.7653333333333333
baseline.robust_4B.with_manual,0.4,0.4,,,,,,Baseline 4B — with manual,3000,true_false,0.48333333333333334,0.48333333333333334,1200,,,,0.664104769484346,boolean_prob_true,0.4,1200,selective_accuracy,0.79
baseline.robust_4B.with_manual,0.3,0.3,,,,,,Baseline 4B — with manual,3000,true_false,0.4722222222222222,0.4722222222222222,900,,,,0.6825737344123242,boolean_prob_true,0.3,900,selective_accuracy,0.8177777777777778
baseline.robust_4B.with_manual,0.2,0.2,,,,,,Baseline 4B — with manual,3000,true_false,0.46166666666666667,0.46166666666666667,600,,,,0.7008948097542929,boolean_prob_true,0.2,600,selective_accuracy,0.8533333333333334
baseline.robust_4B.with_manual,0.1,0.1,,,,,,Baseline 4B — with manual,3000,true_false,0.43,0.43,300,,,,0.7264256089751906,boolean_prob_true,0.1,300,selective_accuracy,0.91
interactive.rejudge_2B.ABA,,,300,0.1,0.1,1,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,yes_no,0.82,0.82,300,0.672331699179286,0.5911497519809966,0.5,,verdict_prob_belongs,,,confidence_decile,0.23
interactive.rejudge_2B.ABA,,,300,0.1,0.1,2,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,yes_no,0.67,0.67,300,0.7490872131147275,0.7127837442548833,0.672331699179286,,verdict_prob_belongs,,,confidence_decile,0.20333333333333334
interactive.rejudge_2B.ABA,,,300,0.1,0.1,3,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,yes_no,0.5666666666666667,0.5666666666666667,300,0.8080672135527631,0.7798793593620694,0.7490872131147275,,verdict_prob_belongs,,,confidence_decile,0.3433333333333333
interactive.rejudge_2B.ABA,,,300,0.1,0.1,4,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,yes_no,0.5766666666666667,0.5766666666666667,300,0.8519528019683105,0.8298813563867872,0.8080672135527631,,verdict_prob_belongs,,,confidence_decile,0.5733333333333334
interactive.rejudge_2B.ABA,,,300,0.1,0.1,5,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,yes_no,0.6066666666666667,0.6066666666666667,300,0.8840392817460332,0.8673741076946228,0.8519528019683105,,verdict_prob_belongs,,,confidence_decile,0.7266666666666667
interactive.rejudge_2B.ABA,,,300,0.1,0.1,6,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,yes_no,0.7566666666666667,0.7566666666666667,300,0.907312221360624,0.8962758915678971,0.8840392817460332,,verdict_prob_belongs,,,confidence_decile,0.89
interactive.rejudge_2B.ABA,,,300,0.1,0.1,7,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,yes_no,0.8066666666666666,0.8066666666666666,300,0.9263037302939515,0.9179244408804247,0.907312221360624,,verdict_prob_belongs,,,confidence_decile,0.9233333333333333
interactive.rejudge_2B.ABA,,,300,0.1,0.1,8,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,yes_no,0.8566666666666667,0.8566666666666667,300,0.9433475746920261,0.9356561880350195,0.9263037302939515,,verdict_prob_belongs,,,confidence_decile,0.9466666666666667
interactive.rejudge_2B.ABA,,,300,0.1,0.1,9,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,yes_no,0.9,0.9,300,0.9579122720843811,0.9509580436295287,0.9433475746920261,,verdict_prob_belongs,,,confidence_decile,0.9733333333333334
interactive.rejudge_2B.ABA,,,300,0.1,0.1,10,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,yes_no,0.9566666666666667,0.9566666666666667,300,0.9865717452580315,0.9679794303392252,0.9579122720843811,,verdict_prob_belongs,,,confidence_decile,0.9933333333333333
interactive.rejudge_2B.ABA,1.0,1.0,,,,,,Interactive ABA — rejudged by 2B,3000,yes_no,0.7516666666666667,0.7516666666666667,3000,,,,0.5,verdict_prob_belongs,1.0,3000,selective_accuracy,0.6803333333333333
interactive.rejudge_2B.ABA,0.9,0.9,,,,,,Interactive ABA — rejudged by 2B,3000,yes_no,0.7444444444444445,0.7444444444444445,2700,,,,0.672331699179286,verdict_prob_belongs,0.9,2700,selective_accuracy,0.73
interactive.rejudge_2B.ABA,0.8,0.8,,,,,,Interactive ABA — rejudged by 2B,3000,yes_no,0.7529166666666667,0.7529166666666667,2400,,,,0.7490872131147275,verdict_prob_belongs,0.8,2400,selective_accuracy,0.7941666666666667
interactive.rejudge_2B.ABA,0.7,0.7,,,,,,Interactive ABA — rejudged by 2B,3000,yes_no,0.7795238095238095,0.7795238095238095,2100,,,,0.8080672135527631,verdict_prob_belongs,0.7,2100,selective_accuracy,0.8576190476190476
interactive.rejudge_2B.ABA,0.6,0.6,,,,,,Interactive ABA — rejudged by 2B,3000,yes_no,0.8127777777777778,0.8127777777777778,1800,,,,0.8519528019683105,verdict_prob_belongs,0.6,1800,selective_accuracy,0.9077777777777778
interactive.rejudge_2B.ABA,0.5,0.5,,,,,,Interactive ABA — rejudged by 2B,3000,yes_no,0.8526666666666667,0.8526666666666667,1500,,,,0.8840392817460332,verdict_prob_belongs,0.5,1500,selective_accuracy,0.9406666666666667
interactive.rejudge_2B.ABA,0.4,0.4,,,,,,Interactive ABA — rejudged by 2B,3000,yes_no,0.8766666666666667,0.8766666666666667,1200,,,,0.907312221360624,verdict_prob_belongs,0.4,1200,selective_accuracy,0.9533333333333334
interactive.rejudge_2B.ABA,0.3,0.3,,,,,,Interactive ABA — rejudged by 2B,3000,yes_no,0.9055555555555556,0.9055555555555556,900,,,,0.9263037302939515,verdict_prob_belongs,0.3,900,selective_accuracy,0.97
interactive.rejudge_2B.ABA,0.2,0.2,,,,,,Interactive ABA — rejudged by 2B,3000,yes_no,0.9233333333333333,0.9233333333333333,600,,,,0.9433475746920261,verdict_prob_belongs,0.2,600,selective_accuracy,0.9816666666666667
interactive.rejudge_2B.ABA,0.1,0.1,,,,,,Interactive ABA — rejudged by 2B,3000,yes_no,0.96,0.96,300,,,,0.9579122720843811,verdict_prob_belongs,0.1,300,selective_accuracy,0.9933333333333333
interactive.rejudge_2B.ABA,,,300,0.1,0.1,1,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,true_false,0.85,0.85,300,0.658417500561683,0.591109504499147,0.5,,boolean_prob_true,,,confidence_decile,0.18
interactive.rejudge_2B.ABA,,,300,0.1,0.1,2,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,true_false,0.71,0.71,300,0.7248702761768249,0.6957209651832534,0.658417500561683,,boolean_prob_true,,,confidence_decile,0.2733333333333333
interactive.rejudge_2B.ABA,,,300,0.1,0.1,3,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,true_false,0.58,0.58,300,0.7718434978390747,0.7509360921937681,0.7310585786300049,,boolean_prob_true,,,confidence_decile,0.38666666666666666
interactive.rejudge_2B.ABA,,,300,0.1,0.1,4,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,true_false,0.6133333333333333,0.6133333333333333,300,0.8031737963569014,0.7872435790443878,0.7718434978390747,,boolean_prob_true,,,confidence_decile,0.58
interactive.rejudge_2B.ABA,,,300,0.1,0.1,5,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,true_false,0.71,0.71,300,0.8267117940706734,0.8149372749876527,0.8031737963569014,,boolean_prob_true,,,confidence_decile,0.7633333333333333
interactive.rejudge_2B.ABA,,,300,0.1,0.1,6,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,true_false,0.7466666666666667,0.7466666666666667,300,0.8479677583778258,0.8374772816091933,0.8267117940706734,,boolean_prob_true,,,confidence_decile,0.8533333333333334
interactive.rejudge_2B.ABA,,,300,0.1,0.1,7,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,true_false,0.7633333333333333,0.7633333333333333,300,0.8670357598021707,0.8567688873817205,0.8479677583778258,,boolean_prob_true,,,confidence_decile,0.8833333333333333
interactive.rejudge_2B.ABA,,,300,0.1,0.1,8,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,true_false,0.8166666666666667,0.8166666666666667,300,0.8807970779778824,0.8743877082829324,0.8670357598021707,,boolean_prob_true,,,confidence_decile,0.9266666666666666
interactive.rejudge_2B.ABA,,,300,0.1,0.1,9,"1=lowest confidence, 10=highest confidence",Interactive ABA — rejudged by 2B,,true_false,0.8566666666666667,0.8566666666666667,300,0.9046505351008904,0.8926664005427464,0.8824278664544911,,boolean_prob_true,,,confidence_decile,0.9333333333333333
